accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
0,https://travelxchange.com.au/pubdet.asp?hotid=PA23182&Type=pub&Sname=Ryan's,node/8737259738,Ryan's,,W5,W,282-284,Northfield Avenue,London,0.8,"openai:This candidate URL explicitly mentions the exact address 282-284 Northfield Avenue and postcode W5 4UB matching the pub's location, providing strong geographic evidence that it is about the correct Ryan's pub.;loc_ok=near_coords",,
1,https://www.grangeealing.co.uk/,way/96929137,The Grange,,W5,W,,Warwick Road,London,0.95,"openai:The URL is the official website for The Grange on Warwick Road, Ealing, W5, matching the pub's location and name exactly with contact details and booking info.;loc_ok=district+address",,
1,https://www.thegrovew5.co.uk/,node/27475739,The Grove,,W5,W,,,,0.95,"openai:The URL matches the pub name and area (W5), the page title and snippet describe a pub in Ealing with a garden and seasonal dishes, and it has strong geo evidence matching the pub location. It is clearly the official website, unlike social media or aggregator sites.;loc_ok=near_coords",,
0,https://rocketreach.co/the-haven-arms-profile_b477bfd6fc5cbcf7,node/27477159,The Haven Arms,,W5,W,33,Haven Lane,London,0.8,"openai:The RocketReach page explicitly lists the address 33 Haven Ln, London, W5 2HZ matching the pub's address exactly, indicating a strong location match and relevant information about the pub.;loc_ok=district+address",,
1,https://www.newinnealing.com/,node/567052197,The New Inn,,W5,W,62,St Marys Road,London,0.9,"openai:The URL is the official pub website with detailed info and matches the pub name and location (Ealing, London). It is not an aggregator or social network and has relevant content about the pub.;loc_ok=district+address",,
1,https://www.village-inn.co.uk/,way/863760449,Village Inn,Village Inn,W5,W,,Pitshanger Lane,London,0.95,"openai:The URL is the official website of The Village Inn pub in Ealing, London, matching the address Pitshanger Lane and district W5. It has the highest relevance and direct pub branding, unlike aggregators or secondary listings.;loc_ok=district+address",,
1,https://www.brookgreenhotel.co.uk/,way/148755881,Brook Green,Young's,W6,W,170,Shepherds Bush Road,London,0.95,"openai:The URL matches the pub name and address exactly (170 Shepherds Bush Road, London W6), and it is the official site for Brook Green Hotel & Pub operated by Young's, matching the operator field. Other candidates are either aggregators or less direct.;loc_ok=district+address",,
1,https://www.thechaptercollection.co.uk/blue-anchor-hammersmith,way/174088740,Blue Anchor,,W6,W,,Lower Mall,London,0.9,"openai:The URL is the official site of The Chapter Collection, which operates the Blue Anchor at 13 Lower Mall, Hammersmith, London W6, matching the pub's address and area precisely.;loc_ok=district+address",,
0,https://www.beerguideldn.com/pubs.312,node/631298816,Old Suffolk Punch,,W6,W,,,,0.9,"openai:The URL is a dedicated pub guide page specifically for Old Suffolk Punch, includes the exact address 80 Fulham Palace Road, London W6 9PL matching the pub's district and coordinates, and is not a social network or aggregator.;loc_ok=near_coords",,
0,https://www.geostats.co.uk/postcode/w6-8,node/1532645515,Reynold's Bar,,W6,W,,,,0.7,"openai:The page mentions Reynold's Bar with a matching W6 postcode sector and nearby address, indicating relevance to the pub's location.;loc_ok=near_coords",,
0,https://www.andyhayler.com/restaurant/crisp-pizza,way/97403235,The Chancellors,,W6,W,25,Crisp Road,London,0.9,"openai:The URL clearly mentions The Chancellors at 25 Crisp Road, London W6 with matching address and phone number, indicating it is the pub's site or closely related. Other candidates are map or aggregator sites or less authoritative.;loc_ok=near_coords",,
1,https://www.thehammersmithram.co.uk/,node/419139639,The Hammersmith Ram,,W6,W,,,,1,"openai:The URL is the official website of The Hammersmith Ram pub, with strong geographic relevance (W6 area, close coordinates), and the page content matches the pub name and location.;loc_ok=near_coords",,
0,https://barcrawl.co.uk/pubreview.aspx?PubID=8833,node/257464728,The Hart,,W6,W,,,,0.9,"openai:The URL clearly matches the pub name 'The Hart' and the location W6 with address 383 King Street, W6 9NJ, which is very close to the given coordinates and district. It is not a social network or aggregator but a pub review site with strong geo evidence.;loc_ok=near_coords",,
1,https://www.thepeartreefulham.com/,way/922721396,The Pear Tree,,W6,W,14,Margravine Road,London,0.9,"openai:The URL is a dedicated website for The Pear Tree Fulham, matches the pub name and location, and has a high relevance score. It is not an aggregator or social network and appears to be the official site.;loc_ok=district+address",,
1,https://www.lemonrock.com/princeofwaleshanwell,node/2928247913,Prince of Wales,,W7,W,62,Boston Road,London,0.9,"openai:URL page explicitly mentions the exact address 62 Boston Road, Hanwell, London W7 3TR matching the pub's address and location, indicating strong relevance and correctness.;loc_ok=near_coords",,
0,https://www.pubsinthesun.com/pub/the-kings-arms-1616,node/7581534029,The Kings Arms,,W7,W,110,Uxbridge Road,London,0.9,"openai:This candidate explicitly mentions the exact address 110 Uxbridge Rd, London W7, matching the pub's address and district, indicating it is the correct location. The first candidate's URL and content do not match the location, and the third is a map listing rather than the pub's own or operator's site.;loc_ok=district+address",,
1,https://theuxbridgearms.com/,way/364768722,Uxbridge Arms,,W8,W,13,Uxbridge Street,London,0.95,"openai:The URL theuxbridgearms.com matches the pub name exactly and the page snippet includes the full address '13 Uxbridge St, London W8 7TQ' matching the given address and district, indicating it is the official website.;loc_ok=district+address",,
1,https://www.lemonrock.com/angiesfreehousemaidahill,way/361312259,Angie's Free House,,W9,W,33-35,Woodfield Place,London,0.9,"openai:The Lemonrock page explicitly lists the exact address 33-35 Woodfield Place, Maida Hill, London W9 2BJ matching the pub's address and has the highest combined evidence and geo bonus scores.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/4338.html,way/155265199,The Eagle,,W9,W,15,Clifton Road,London,0.9,"openai:The Pubology page explicitly mentions the exact address 15 Clifton Road, W9 1SY matching the pub's location and name, with strong geo evidence and detailed info, indicating it is about this specific pub.;loc_ok=near_coords",,
0,https://www.stonegategroup.co.uk/press/london-pub-is-back-to-provide-valuable-community-hub-and-best-in-hospitality-to-the-people-of-paddington/,way/361341226,The Frankfort Arms,Stonegate,W9,W,518,Harrow Road,London,0.9,"openai:This URL is from Stonegate, the operator of The Frankfort Arms, and specifically mentions the pub's location on Harrow Road, London, confirming it is the official operator site for this pub.;loc_ok=district+address",,
1,https://thewarringtonhotel.co.uk/,way/154952350,Warrington,,W9,W,93,Warrington Crescent,London,0.95,"openai:The URL matches the pub name and exact address 93 Warrington Crescent, London W9, confirming it is the correct venue's official site rather than an aggregator or unrelated site.;loc_ok=address_tokens",,
1,https://www.warwickcastlemaidavale.com/,way/155001536,Warwick Castle,,W9,W,6,Warwick Place,London,0.95,"openai:The URL is the official website of The Warwick Castle pub at 6 Warwick Place, Maida Vale, London W9, matching the address and location exactly with strong page evidence and geo bonus.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/11994.html,node/311481378,Windsor Castle,,W9,W,3,Lanark Place,London,0.9,"openai:The URL clearly matches the pub name and exact address 3 Lanark Place with postcode W9 1BT, and has strong geo evidence. It is not a social network or aggregator but a dedicated pub info site.;loc_ok=near_coords",,
0,https://www.inapub.co.uk/venues/deans-bar/london/wc1b5af/23467,node/311877348,Dean's Bar,,WC1B,WC,,,,0.8,"openai:The candidate URL matches the pub name and district WC1B, with a close postcode WC1B 5AF and coordinates near the given location, indicating a strong geographic and name match.;loc_ok=near_coords",,
1,https://www.mabelstavern.co.uk/,way/800089338,Mabel's Tavern,,WC1H,WC,9,Mabledon Place,London,0.95,"openai:The URL is the official website of Mabel's Tavern in London, matches the pub name exactly, and the page content strongly indicates it is the pub's own site. The address matches the given location (9 Mabledon Place, London WC1H). Other candidates are either directories or aggregators.;loc_ok=district+address",,
1,https://theboot.website/,node/298347050,The Boot,,WC1H,WC,116,Cromer Street,London,0.8,"openai:The URL https://theboot.website/ has the highest page evidence score (6.0) and describes the pub as a traditional Irish-style pub near King's Cross, London, matching the location and name well. Other candidates have lower evidence or are aggregators. The address matches closely and the site appears to be the pub's own website.;loc_ok=district+address",,
1,https://www.bloomsburylondon.com/tenants/the-dolphin-pub,node/833772427,The Dolphin,,WC1H,WC,47,Tonbridge Street,London,0.8,"openai:The URL is a site for Bloomsbury London tenants, mentioning The Dolphin pub near King's Cross/Euston, matching the address area WC1H and Tonbridge Street vicinity, indicating a relevant and likely official or semi-official page.;loc_ok=district+address",,
1,https://www.bloomsburylondon.com/tenants/holiday-inn-bloomsbury,node/851223228,Callaghan's,,WC1N,WC,,Coram Street,London,0.9,"openai:This page explicitly mentions Callaghan's Bar at Holiday Inn Bloomsbury on Coram Street, London WC1N, matching the pub's address and location closely. It is a credible site for the venue's operator rather than an aggregator or unrelated site.;loc_ok=district+address",,
1,https://www.bloomsburylondon.com/tenants/lord-john-russell,way/800089340,Lord John Russell,,WC1N,WC,91-93,Marchmont Street,London,0.9,"openai:This URL explicitly mentions the exact address 91-93 Marchmont Street, London, WC1N, matching the pub's location and name, indicating it is the official or operator site. Other candidates lack address confirmation or are aggregators.;loc_ok=district+address",,
1,https://www.theperseverance.co.uk/,node/7549942987,The Perseverance,,WC1N,WC,63,Lamb's Conduit Street,London,0.95,"heuristic:https://www.theperseverance.co.uk/;ai_confirmed=The website explicitly names The Perseverance pub located on the corner of Lamb's Conduit Street and Great Ormond Street in London, matching the pub name and address given.;loc_ok=address_tokens",,
1,https://rugbytavern.co.uk/,node/7550117864,The Rugby Tavern,,WC1N,WC,19,Great James Street,London,0.95,"openai:The URL rugbytavern.co.uk is the official website with the exact address 19 Great James Street, London WC1N mentioned clearly, matching the pub's location and name perfectly.;loc_ok=address_tokens",,
1,https://www.thebountifulcow.co.uk/,way/421882353,The Bountiful Cow,,WC1R,WC,51,Eagle Street,London,0.95,"openai:The URL is the official website matching the pub name exactly, with a relevant snippet mentioning Holborn and the pub's identity. It is not an aggregator or social network and is the top-ranked candidate.;loc_ok=district+address",,
0,https://wanderlog.com/place/details/4531939/the-dolphin-tavern,node/647873586,The Dolphin Tavern,,WC1R,WC,44,,London,0.9,"openai:This candidate mentions the pub's location near Theobalds Road in Holborn, close to the given WC1R postcode and coordinates, and provides detailed pub information. It has a strong geo_bonus indicating proximity relevance, making it the best match for The Dolphin Tavern at 44 Red Lion St, London WC1R.;loc_ok=near_coords",,
1,https://princesslouiseholborn.co.uk/,way/97237916,Princess Louise,Samuel Smith,WC1V,WC,208,High Holborn,London,0.95,"openai:The URL matches the pub name and exact address 208 High Holborn, London WC1V 7EP, confirming it is the official website for this specific Princess Louise pub operated by Samuel Smith.;loc_ok=district+address",,
1,https://www.squarepigholborn.com/,cc912fbd-2b8c-4e5b-a0e9-d14a961ab745,Square Pig,Independent,WC1V,WC,,,,0.95,"openai:The URL https://www.squarepigholborn.com/ is the official website of The Square Pig pub at 30-32 Procter Street, Holborn, WC1V, matching the district and coordinates closely. It is not an aggregator or social network and has strong geo evidence.;loc_ok=near_coords",,
